obs,tiempo,infiel,valmat,edad,anoscas,hijos,relig,educ,ocmujer,ochombre
4703,0,0,3,27,6,2,3,14,3,6
4704,0,0,5,22,2.5,0,1,14,3,5
4705,0,0,4,37,23,5.5,2,12,3,2
4706,0,0,5,37,16.5,3,2,14,3,4
4707,0,0,5,27,9,3,2,14,3,2
4708,0,0,5,22,2.5,0,3,14,3,2
4709,0,0,3,27,9,2,3,16,4,5
4710,0,0,3,22,2.5,0,2,12,3,5
4711,0,0,5,37,16.5,4,4,14,3,4
4712,0,0,4,22,9,1,3,12,3,4
4713,0,0,2,27,6,2,2,12,5,5
4714,0,0,5,22,2.5,0,3,14,5,4
4715,0,0,5,32,13,2,4,14,5,4
4716,0,0,4,22,2.5,0,2,16,3,5
4717,0,0,5,27,9,0,2,14,3,5
4718,0,0,5,32,9,0,4,20,4,6
4719,0,0,5,32,13,2,3,16,4,5
4720,0,0,5,17.5,2.5,0,4,14,3,4
4721,0,0,5,42,23,3,3,12,3,2
4722,0,0,5,22,0.5,0,2,14,4,2
4723,0,0,5,37,13,0,2,12,3,4
4724,0,0,4,22,2.5,0,3,14,3,3
4725,0,0,5,37,16.5,4,3,14,4,2
4726,0,0,4,42,23,4,3,16,3,5
4727,0,0,5,27,6,1,2,16,4,4
4728,0,0,5,32,13,3,2,16,4,4
4729,0,0,5,42,23,3,4,14,3,4
4730,0,0,4,22,2.5,0,3,14,3,4
4731,0,0,5,42,13,0,4,14,3,5
4732,0,0,4,27,2.5,0,1,14,3,2
4733,0,0,5,22,2.5,0,3,12,2,2
4734,0,0,4,22,6,0,2,17,4,1
4735,0,0,5,22,2.5,0,2,14,5,5
4736,0,0,5,32,16.5,3,3,12,3,2
4737,0,0,4,27,2.5,0,2,16,4,6
4738,0,0,4,22,2.5,0,2,14,4,3
4739,0,0,4,32,16.5,2,3,12,3,2
4740,0,0,2,22,2.5,0,2,14,3,4
4741,0,0,2,42,23,3,3,14,5,5
4742,0,0,4,42,23,4,3,12,5,2
4743,0,0,3,32,16.5,3,3,12,3,3
4744,0,0,5,37,16.5,2,4,12,5,5
4745,0,0,5,32,13,2,3,14,3,5
4746,0,0,4,22,2.5,0,2,16,3,2
4747,0,0,4,27,2.5,0,3,12,3,3
4748,0,0,3,42,23,4,4,20,6,6
4749,0,0,3,32,16.5,2,2,14,5,2
4750,0,0,5,22,0.5,1,2,14,3,5
4751,0,0,4,22,6,1,2,12,4,1
4752,0,0,5,27,6,0,3,17,5,6
4753,0,0,2,37,13,4,4,20,4,6
4754,0,0,4,27,2.5,0,3,20,4,3
4755,0,0,5,32,2.5,1,1,20,3,1
4756,0,0,5,37,16.5,3,3,12,5,5
4757,0,0,5,27,9,1,2,12,3,4
4758,0,0,4,32,13,2,3,12,3,2
4759,0,0,4,37,16.5,4,4,14,4,5
4760,0,0,5,17.5,0.5,0,2,12,2,2
4761,0,0,4,32,13,1,3,14,2,5
4762,0,0,5,37,23,5.5,4,17,5,6
4763,0,0,5,22,2.5,0,2,14,2,4
4764,0,0,4,22,2.5,0,2,14,3,4
4765,0,0,4,42,23,4,2,12,4,4
4766,0,0,5,42,23,4,3,14,3,4
4767,0,0,4,17.5,0.5,0,1,14,3,4
4768,0,0,5,22,0.5,0,4,20,4,1
4769,0,0,4,27,6,1,3,16,4,3
4770,0,0,4,42,23,2,2,14,3,5
4771,0,0,4,27,9,2,2,14,4,5
4772,0,0,4,27,6,1,1,12,4,1
4773,0,0,5,27,2.5,0,3,12,3,4
4774,0,0,4,22,2.5,0,2,14,2,2
4775,0,0,5,37,16.5,3,4,14,4,4
4776,0,0,5,27,6,0,2,14,2,4
4777,0,0,5,37,16.5,2,3,12,3,4
4778,0,0,2,32,9,3,1,16,4,4
4779,0,0,5,27,6,1,2,16,3,4
4780,0,0,4,37,23,3,3,20,4,4
4781,0,0,5,37,23,3,4,12,3,2
4782,0,0,4,27,6,2,3,14,3,5
4783,0,0,5,32,13,2,4,16,4,4
4784,0,0,4,27,6,1,3,17,4,4
4785,0,0,3,37,13,1,2,14,4,6
4786,0,0,5,37,16.5,2,4,14,3,6
4787,0,0,4,27,6,0,3,16,3,4
4788,0,0,4,42,13,0,3,14,5,5
4789,0,0,4,27,9,2,3,14,3,2
4790,0,0,4,22,6,1,3,12,3,4
4791,0,0,5,22,2.5,0,3,12,3,4
4792,0,0,5,22,2.5,0,2,14,2,4
4793,0,0,4,27,6,2,3,16,4,6
4794,0,0,4,27,2.5,0,1,12,3,6
4795,0,0,5,27,13,2,3,14,3,4
4796,0,0,4,27,6,1,1,16,2,4
4797,0,0,5,32,16.5,2,3,12,3,5
4798,0,0,5,27,2.5,0,2,12,3,5
4799,0,0,4,27,9,1,3,17,4,4
4800,0,0,5,37,16.5,3,2,12,4,4
4801,0,0,5,27,2.5,0,4,20,4,2
4802,0,0,5,27,2.5,0,3,16,4,4
4803,0,0,5,27,6,1,3,16,4,4
4804,0,0,5,22,2.5,0,2,14,3,4
4805,0,0,5,42,23,2,3,14,3,2
4806,0,0,5,27,9,2,3,20,4,5
4807,0,0,3,22,2.5,1,1,12,3,2
4808,0,0,5,22,2.5,0,2,14,3,4
4809,0,0,5,42,23,2,3,14,3,5
4810,0,0,5,32,16.5,3,1,14,4,5
4811,0,0,4,22,2.5,0,3,14,3,1
4812,0,0,5,32,9,2,4,16,4,5
4813,0,0,5,22,2.5,0,3,16,4,2
4814,0,0,4,27,9,2,3,16,4,4
4815,0,0,4,37,16.5,3,3,12,3,6
4816,0,0,3,27,9,1,4,14,6,4
4817,0,0,5,32,16.5,3,4,12,4,4
4818,0,0,4,32,16.5,3,2,12,3,4
4819,0,0,5,32,16.5,2,4,12,4,3
4820,0,0,3,22,2.5,0,2,16,2,5
4821,0,0,5,22,2.5,0,4,14,3,3
4822,0,0,4,27,16.5,1,3,14,4,4
4823,0,0,5,27,6,0,3,16,3,6
4824,0,0,5,27,0.5,0,2,17,4,3
4825,0,0,5,22,2.5,1,2,14,4,4
4826,0,0,4,27,6,2,2,17,4,6
4827,0,0,3,22,2.5,1,2,14,3,5
4828,0,0,5,22,2.5,0,2,12,2,4
4829,0,0,5,22,2.5,0,3,17,4,4
4830,0,0,5,42,23,4,4,16,4,4
4831,0,0,5,22,0.5,0,2,17,3,4
4832,0,0,4,27,9,2,3,12,3,4
4833,0,0,5,22,2.5,0,4,16,4,5
4834,0,0,3,27,6,2,4,17,2,4
4835,0,0,5,22,2.5,0,3,12,3,4
4836,0,0,5,27,6,0,3,14,3,3
4837,0,0,3,42,23,2,3,14,3,2
4838,0,0,5,27,9,0,1,14,3,5
4839,0,0,3,27,2.5,0,2,20,6,4
4840,0,0,4,27,16.5,2,3,12,5,5
4841,0,0,4,32,9,1,3,16,4,5
4842,0,0,4,42,23,5.5,4,14,5,5
4843,0,0,4,22,2.5,0,3,12,2,1
4844,0,0,5,27,2.5,0,3,20,4,6
4845,0,0,5,22,2.5,0,2,14,4,4
4846,0,0,3,22,2.5,2,3,12,3,2
4847,0,0,4,42,23,3,2,14,3,4
4848,0,0,4,22,2.5,0,2,16,3,1
4849,0,0,5,22,2.5,0,2,14,3,3
4850,0,0,5,27,6,0,1,17,4,5
4851,0,0,5,32,13,2,3,14,2,2
4852,0,0,5,17.5,2.5,0,4,12,3,1
4853,0,0,5,42,23,5.5,4,14,4,6
4854,0,0,5,37,13,2,3,16,4,4
4855,0,0,4,32,16.5,3,3,14,2,6
4856,0,0,2,17.5,2.5,1,3,14,3,2
4857,0,0,4,22,2.5,0,3,16,4,4
4858,0,0,5,22,2.5,0,2,14,5,5
4859,0,0,3,32,6,1,2,14,5,4
4860,0,0,4,27,2.5,0,2,16,4,1
4861,0,0,3,42,13,0,3,14,4,5
4862,0,0,5,27,9,2,4,14,5,4
4863,0,0,3,22,2.5,0,2,14,3,2
4864,0,0,5,32,6,1,4,16,4,5
4865,0,0,5,32,13,2,3,16,4,4
4866,0,0,3,22,6,1,3,12,3,4
4867,0,0,5,27,2.5,0,2,17,6,6
4868,0,0,5,22,6,1,2,14,4,4
4869,0,0,5,22,6,0,3,12,5,4
4870,0,0,4,27,6,0,4,17,4,5
4871,0,0,4,27,2.5,0,2,14,3,6
4872,0,0,5,22,2.5,2,3,14,4,4
4873,0,0,4,22,2.5,0,2,12,3,3
4874,0,0,5,27,2.5,0,4,16,5,2
4875,0,0,4,22,2.5,0,3,14,3,1
4876,0,0,4,37,16.5,5.5,3,14,2,4
4877,0,0,5,22,2.5,1,2,12,5,2
4878,0,0,4,22,2.5,0,2,14,5,5
4879,0,0,5,42,23,5.5,4,17,4,6
4880,0,0,5,22,2.5,0,3,14,3,3
4881,0,0,4,32,13,1,3,20,6,5
4882,0,0,5,22,2.5,0,2,12,3,4
4883,0,0,5,27,9,2,2,14,3,4
4884,0,0,5,32,16.5,2,4,14,5,4
4885,0,0,5,27,9,3,3,14,3,2
4886,0,0,5,32,13,2,2,14,3,6
4887,0,0,4,37,16.5,3,3,14,5,4
4888,0,0,4,27,6,1,3,14,3,4
4889,0,0,4,27,6,2,3,16,4,2
4890,0,0,4,22,2.5,0,3,14,3,4
4891,0,0,4,17.5,0.5,0,3,12,3,4
4892,0,0,5,17.5,0.5,0,3,12,3,1
4893,0,0,5,22,2.5,0,1,14,3,2
4894,0,0,5,32,16.5,2,2,12,3,5
4895,0,0,5,42,23,3,3,17,4,5
4896,0,0,5,22,2.5,1,4,12,5,4
4897,0,0,4,27,6,1,3,14,3,4
4898,0,0,3,22,2.5,0,2,12,3,3
4899,0,0,5,22,2.5,0,3,16,2,5
4900,0,0,5,17.5,2.5,0,3,12,2,1
4901,0,0,4,17.5,2.5,0,3,12,2,4
4902,0,0,5,27,2.5,0,4,12,3,6
4903,0,0,5,22,2.5,0,3,16,4,5
4904,0,0,4,42,23,3,1,14,5,4
4905,0,0,5,42,23,2,3,14,5,5
4906,0,0,4,22,6,2,2,12,3,4
4907,0,0,4,32,13,2,3,16,5,2
4908,0,0,4,37,16.5,3,3,14,4,4
4909,0,0,5,32,16.5,5.5,4,12,3,4
4910,0,0,4,32,9,1,2,12,2,3
4911,0,0,5,22,2.5,0,4,14,1,2
4912,0,0,5,17.5,2.5,0,3,14,4,1
4913,0,0,5,22,2.5,0,3,12,3,4
4914,0,0,5,27,2.5,0,2,16,5,5
4915,0,0,5,27,6,1,4,14,3,3
4916,0,0,5,32,13,2,4,14,3,4
4917,0,0,3,37,16.5,5.5,3,12,2,4
4918,0,0,3,32,9,3,3,16,4,5
4919,0,0,5,27,2.5,0,2,16,4,6
4920,0,0,5,32,16.5,3,2,12,3,2
4921,0,0,5,27,0.5,0,4,17,4,4
4922,0,0,4,22,6,1,2,16,4,4
4923,0,0,4,22,0.5,0,3,14,3,2
4924,0,0,5,22,6,3,1,12,4,4
4925,0,0,4,22,0.5,0,3,14,2,4
4926,0,0,5,22,2.5,1,3,14,3,5
4927,0,0,3,37,23,5.5,3,16,4,6
4928,0,0,2,22,2.5,0,3,14,3,2
4929,0,0,5,27,9,1,1,14,4,4
4930,0,0,5,22,2.5,0,2,12,2,3
4931,0,0,3,37,16.5,3,1,16,3,6
4932,0,0,3,27,2.5,1,2,14,2,4
4933,0,0,4,42,23,2,3,14,4,5
4934,0,0,3,27,2.5,2,2,14,4,4
4935,0,0,4,22,2.5,0,1,14,5,4
4936,0,0,5,22,0.5,0,3,16,4,2
4937,0,0,4,27,6,2,1,16,4,4
4938,0,0,4,22,6,1,2,12,2,5
4939,0,0,5,32,13,3,3,16,4,4
4940,0,0,4,32,16.5,1,3,12,4,2
4941,0,0,5,27,2.5,0,4,12,3,5
4942,0,0,5,17.5,2.5,1,1,12,3,4
4943,0,0,5,22,2.5,1,3,14,4,1
4944,0,0,5,32,9,0,4,20,4,5
4945,0,0,5,22,0.5,0,1,16,4,5
4946,0,0,5,32,9,0,1,16,3,5
4947,0,0,4,42,23,3,3,12,3,5
4948,0,0,4,22,2.5,0,3,14,2,2
4949,0,0,5,32,13,1,3,16,3,5
4950,0,0,5,22,6,1,1,12,3,4
4951,0,0,2,42,23,4,2,14,4,5
4952,0,0,5,22,2.5,0,4,12,4,4
4953,0,0,5,32,13,2,2,14,3,4
4954,0,0,5,22,0.5,0,3,14,3,4
4955,0,0,5,22,2.5,0,1,17,4,1
4956,0,0,5,22,2.5,0,1,14,4,1
4957,0,0,4,42,23,5.5,3,16,5,5
4958,0,0,5,22,2.5,0,3,16,3,5
4959,0,0,4,37,13,1,4,20,6,4
4960,0,0,5,27,2.5,0,2,20,4,4
4961,0,0,3,22,0.5,1,4,12,5,4
4962,0,0,4,27,2.5,1,3,14,5,5
4963,0,0,5,22,2.5,0,1,12,2,4
4964,0,0,5,22,6,2,2,12,2,4
4965,0,0,4,27,6,2,1,14,5,5
4966,0,0,5,22,0.5,0,2,17,3,1
4967,0,0,3,27,9,1,2,14,3,4
4968,0,0,5,42,23,4,3,14,5,5
4969,0,0,5,22,2.5,0,1,14,3,4
4970,0,0,4,22,2.5,1,2,12,3,4
4971,0,0,5,32,2.5,0,3,16,4,5
4972,0,0,4,27,2.5,0,1,20,4,4
4973,0,0,4,27,2.5,0,3,17,4,1
4974,0,0,4,22,2.5,0,2,14,3,2
4975,0,0,4,32,13,2,2,17,4,6
4976,0,0,5,17.5,0.5,0,4,12,4,5
4977,0,0,3,37,16.5,3,3,14,3,4
4978,0,0,4,27,6,1,2,14,3,1
4979,0,0,4,22,2.5,0,3,14,3,4
4980,0,0,4,22,2.5,0,1,14,3,3
4981,0,0,3,22,2.5,1,3,14,3,2
4982,0,0,4,32,13,2,3,12,5,4
4983,0,0,5,42,23,2,3,12,2,3
4984,0,0,5,32,9,0,3,16,5,4
4985,0,0,5,32,6,2,2,17,6,6
4986,0,0,5,22,6,1,2,14,3,4
4987,0,0,3,37,13,1,3,20,4,4
4988,0,0,3,42,23,5.5,2,14,3,4
4989,0,0,4,22,2.5,0,2,14,3,6
4990,0,0,4,22,0.5,0,3,14,1,1
4991,0,0,4,22,0.5,0,3,14,3,4
4992,0,0,5,27,2.5,0,3,14,4,1
4993,0,0,5,27,0.5,0,1,14,2,6
4994,0,0,4,37,23,5.5,4,14,4,4
4995,0,0,4,22,2.5,0,1,14,4,2
4996,0,0,4,27,2.5,3,1,16,3,4
4997,0,0,4,22,0.5,0,2,14,2,2
4998,0,0,3,37,9,2,3,16,4,5
4999,0,0,5,37,16.5,3,4,14,4,2
5000,0,0,3,27,6,0,1,17,2,6
5001,0,0,3,27,9,3,2,12,2,2
5002,0,0,4,22,2.5,0,2,14,3,4
5003,0,0,5,42,23,3,4,16,4,5
5004,0,0,5,27,2.5,1,3,16,5,5
5005,0,0,5,22,0.5,0,3,17,4,4
5006,0,0,5,27,2.5,0,3,16,3,1
5007,0,0,4,22,2.5,0,1,14,5,2
5008,0,0,4,27,9,2,3,14,5,5
5009,0,0,5,37,16.5,2,3,12,2,4
5010,0,0,4,22,6,2,2,12,3,5
5011,0,0,4,32,16.5,4,2,16,5,6
5012,0,0,5,22,2.5,0,2,14,3,6
5013,0,0,4,32,2.5,0,2,12,3,4
5014,0,0,5,37,23,5.5,4,12,2,5
5015,0,0,5,22,0.5,0,2,12,3,4
5016,0,0,5,27,6,1,1,16,2,1
5017,0,0,4,22,2.5,2,2,12,3,2
5018,0,0,5,22,2.5,0,2,14,6,4
5019,0,0,4,32,13,2,4,14,3,6
5020,0,0,4,27,9,2,2,20,4,5
5021,0,0,4,22,2.5,1,2,12,3,4
5022,0,0,3,22,2.5,1,2,14,5,5
5023,0,0,5,22,2.5,0,3,14,3,4
5024,0,0,3,22,2.5,0,2,16,3,5
5025,0,0,5,22,0.5,0,4,14,5,5
5026,0,0,5,42,9,0,3,16,4,4
5027,0,0,4,32,9,1,3,17,5,4
5028,0,0,5,32,6,2,4,17,2,6
5029,0,0,5,27,6,0,2,20,4,5
5030,0,0,5,27,6,2,4,16,4,4
5031,0,0,5,22,2.5,1,3,12,4,4
5032,0,0,5,22,2.5,0,2,14,4,4
5033,0,0,4,22,2.5,0,3,16,4,6
5034,0,0,4,22,2.5,1,2,14,3,2
5035,0,0,5,42,23,2,3,14,3,5
5036,0,0,5,32,13,0,2,16,3,5
5037,0,0,5,22,2.5,0,1,12,3,1
5038,0,0,5,22,9,3,2,14,5,4
5039,0,0,5,27,0.5,0,2,16,3,5
5040,0,0,3,32,6,0,2,9,2,2
5041,0,0,5,22,2.5,0,1,17,1,1
5042,0,0,4,32,16.5,5.5,2,16,4,4
5043,0,0,4,37,6,1,3,20,6,6
5044,0,0,5,42,23,2,2,17,3,5
5045,0,0,5,27,2.5,0,3,17,5,5
5046,0,0,5,42,23,2,3,14,5,5
5047,0,0,5,27,6,2,1,14,5,5
5048,0,0,5,32,13,2,3,17,4,5
5049,0,0,5,22,2.5,0,2,16,4,5
5050,0,0,5,22,2.5,0,1,14,3,4
5051,0,0,5,22,2.5,0,3,12,3,2
5052,0,0,2,32,13,4,3,12,3,2
5053,0,0,5,37,16.5,4,4,16,4,2
5054,0,0,5,37,16.5,5.5,4,12,3,6
5055,0,0,4,22,6,2,1,12,3,4
5056,0,0,3,37,9,0,4,12,3,3
5057,0,0,4,27,6,1,1,17,4,4
5058,0,0,5,22,2.5,1,2,12,3,3
5059,0,0,4,22,2.5,1,3,14,4,4
5060,0,0,5,32,13,2,3,12,3,5
5061,0,0,5,27,2.5,0,3,17,4,2
5062,0,0,4,27,6,3,4,14,4,2
5063,0,0,3,22,6,1,1,12,3,6
5064,0,0,4,22,2.5,0,4,17,4,4
5065,0,0,5,27,9,0,4,20,4,6
5066,0,0,3,42,23,4,4,14,5,4
5067,0,0,4,32,16.5,4,3,14,3,3
5068,0,0,5,22,2.5,0,4,16,3,3
5069,0,0,5,27,0.5,0,2,16,4,4
5070,0,0,5,37,23,3,2,14,4,5
5071,0,0,5,27,2.5,0,1,12,3,4
5072,0,0,5,22,2.5,1,4,12,3,2
5073,0,0,5,22,2.5,2,1,16,3,6
5074,0,0,5,27,2.5,0,3,14,3,5
5075,0,0,4,27,6,1,2,17,4,5
5076,0,0,2,27,2.5,1,3,12,4,5
5077,0,0,4,37,16.5,3,3,14,3,2
5078,0,0,4,32,16.5,2,3,16,4,4
5079,0,0,4,27,6,0,1,20,4,1
5080,0,0,5,27,9,3,3,12,2,4
5081,0,0,4,27,2.5,0,3,17,4,5
5082,0,0,3,22,6,1,2,16,1,3
5083,0,0,2,27,9,2,3,14,3,2
5084,0,0,5,27,9,3,3,14,3,4
5085,0,0,5,22,0.5,0,3,14,3,1
5086,0,0,4,27,9,2,3,12,2,4
5087,0,0,5,32,13,2,3,12,3,4
5088,0,0,5,27,0.5,0,2,16,5,4
5089,0,0,4,42,23,5.5,3,12,5,4
5090,0,0,4,22,2.5,0,3,16,3,5
5091,0,0,5,22,0.5,0,3,12,3,4
5092,0,0,4,22,6,1,2,14,4,3
5093,0,0,3,27,13,2,2,12,2,4
5094,0,0,5,27,2.5,0,2,16,5,4
5095,0,0,5,22,2.5,0,2,14,3,5
5096,0,0,5,27,2.5,0,1,16,2,2
5097,0,0,3,32,13,2,3,14,3,5
5098,0,0,5,22,0.5,0,2,16,3,4
5099,0,0,3,42,23,5.5,3,17,5,2
5100,0,0,2,22,2.5,2,3,12,2,2
5101,0,0,4,37,16.5,1,3,12,3,5
5102,0,0,4,27,2.5,0,1,20,6,6
5103,0,0,5,22,2.5,0,3,12,2,5
5104,0,0,4,22,2.5,0,3,14,3,1
5105,0,0,5,42,23,4,3,14,4,4
5106,0,0,5,22,2.5,0,2,14,4,6
5107,0,0,5,32,16.5,3,3,12,2,5
5108,0,0,5,22,2.5,0,2,17,4,2
5109,0,0,5,37,23,5.5,4,12,5,3
5110,0,0,5,37,16.5,3,2,12,3,4
5111,0,0,5,22,2.5,0,3,12,2,2
5112,0,0,5,27,2.5,0,2,16,4,4
5113,0,0,2,22,2.5,0,3,14,3,4
5114,0,0,3,37,16.5,2,3,14,5,4
5115,0,0,3,37,16.5,2,3,14,3,3
5116,0,0,3,32,13,2,4,16,3,3
5117,0,0,5,32,13,0,1,14,4,4
5118,0,0,4,32,9,3,3,14,1,4
5119,0,0,5,32,13,2,2,17,4,5
5120,0,0,4,27,2.5,0,1,14,2,2
5121,0,0,3,27,13,0,3,12,3,4
5122,0,0,2,37,9,0,2,16,4,4
5123,0,0,4,42,9,0,1,14,3,2
5124,0,0,5,22,0.5,0,3,14,4,5
5125,0,0,5,42,23,2,3,12,3,6
5126,0,0,5,27,2.5,0,3,16,5,5
5127,0,0,5,42,23,4,3,14,3,5
5128,0,0,3,42,23,4,3,12,2,4
5129,0,0,4,27,6,1,3,14,3,6
5130,0,0,5,22,2.5,0,1,14,3,4
5131,0,0,4,22,0.5,0,4,16,5,1
5132,0,0,5,27,6,1,3,20,4,4
5133,0,0,5,22,2.5,0,3,14,5,1
5134,0,0,3,27,9,2,3,14,2,1
5135,0,0,5,27,6,0,4,14,3,3
5136,0,0,5,32,6,1,3,20,2,5
5137,0,0,4,22,2.5,1,2,12,2,2
5138,0,0,5,27,6,0,2,14,3,4
5139,0,0,4,32,9,2,2,16,4,4
5140,0,0,5,32,13,0,1,16,4,5
5141,0,0,4,32,13,3,2,12,2,5
5142,0,0,3,32,2.5,0,2,14,5,3
5143,0,0,5,22,2.5,1,3,12,3,4
5144,0,0,5,32,13,2,2,14,3,3
5145,0,0,4,27,6,0,2,14,3,3
5146,0,0,4,22,2.5,0,3,16,4,6
5147,0,0,3,32,2.5,0,1,17,5,6
5148,0,0,5,32,6,0,2,17,4,5
5149,0,0,4,42,13,0,2,14,2,2
5150,0,0,4,22,6,2,4,12,4,4
5151,0,0,3,17.5,0.5,0,2,14,3,2
5152,0,0,3,42,23,5.5,3,14,2,4
5153,0,0,5,32,16.5,2,2,14,5,5
5154,0,0,5,22,0.5,0,1,12,2,4
5155,0,0,5,22,6,2,3,12,2,4
5156,0,0,5,27,2.5,0,2,20,4,6
5157,0,0,4,22,2.5,0,1,16,5,6
5158,0,0,4,27,9,0,2,14,3,4
5159,0,0,4,32,9,1,2,14,3,2
5160,0,0,5,22,2.5,0,1,14,3,1
5161,0,0,4,32,16.5,3,4,16,4,6
5162,0,0,4,42,16.5,4,4,14,3,4
5163,0,0,4,22,0.5,0,1,12,2,2
5164,0,0,5,32,13,3,4,14,3,4
5165,0,0,5,32,13,3,2,14,2,3
5166,0,0,3,42,23,3,4,12,3,2
5167,0,0,5,22,2.5,0,2,14,3,1
5168,0,0,5,27,9,2,3,16,4,4
5169,0,0,5,27,2.5,0,3,20,4,6
5170,0,0,5,17.5,2.5,0,4,14,2,2
5171,0,0,5,27,6,1,1,14,3,4
5172,0,0,5,22,2.5,0,3,16,2,2
5173,0,0,4,22,2.5,0,2,14,3,1
5174,0,0,4,37,16.5,3,3,12,4,4
5175,0,0,3,42,23,5.5,4,12,2,4
5176,0,0,5,22,2.5,0,1,14,2,2
5177,0,0,4,32,2.5,0,2,14,4,3
5178,0,0,3,32,13,1,1,14,2,2
5179,0,0,5,27,6,1,1,16,4,2
5180,0,0,4,27,6,2,3,17,6,5
5181,0,0,5,37,13,2,3,20,4,6
5182,0,0,5,22,0.5,0,3,16,3,6
5183,0,0,4,22,2.5,0,2,16,5,4
5184,0,0,5,22,2.5,0,3,12,3,2
5185,0,0,5,27,6,0,2,14,3,3
5186,0,0,5,22,2.5,0,3,12,2,4
5187,0,0,5,27,6,2,2,12,2,2
5188,0,0,4,42,23,4,1,14,4,4
5189,0,0,5,27,6,0,1,14,3,5
5190,0,0,3,37,16.5,5.5,3,14,3,2
5191,0,0,5,32,16.5,2,3,12,3,2
5192,0,0,4,22,0.5,0,2,16,4,5
5193,0,0,5,22,2.5,0,3,12,3,5
5194,0,0,4,32,9,2,2,16,4,4
5195,0,0,4,27,2.5,0,3,17,4,4
5196,0,0,5,27,6,2,4,14,3,4
5197,0,0,3,32,13,1,1,14,3,6
5198,0,0,5,32,13,3,4,14,5,5
5199,0,0,5,37,2.5,0,2,12,2,4
5200,0,0,5,42,23,2,1,12,5,2
5201,0,0,4,32,9,3,3,14,5,5
5202,0,0,5,37,13,0,1,16,3,5
5203,0,0,4,27,6,1,2,14,3,5
5204,0,0,4,32,2.5,0,3,16,2,5
5205,0,0,3,42,23,3,2,12,2,2
5206,0,0,4,37,16.5,2,3,14,3,5
5207,0,0,5,37,16.5,1,4,17,4,4
5208,0,0,4,27,2.5,0,1,16,4,5
5209,0,0,4,37,16.5,2,2,14,3,5
5210,0,0,4,22,2.5,0,2,12,3,2
5211,0,0,3,32,6,2,3,20,4,2
5212,0,0,5,42,23,2,1,12,3,2
5213,0,0,5,37,16.5,3,3,14,3,6
5214,0,0,3,37,16.5,3,2,12,2,3
5215,0,0,5,32,16.5,4,3,12,3,5
5216,0,0,4,27,9,2,2,12,3,4
5217,0,0,5,32,16.5,1,1,14,2,2
5218,0,0,4,27,6,0,2,16,5,5
5219,0,0,5,22,2.5,0,2,14,4,2
5220,0,0,3,32,13,2,2,14,3,2
5221,0,0,5,42,23,1,3,14,3,5
5222,0,0,5,22,0.5,0,2,14,2,5
5223,0,0,5,32,2.5,0,2,14,5,2
5224,0,0,5,42,23,2,4,14,3,5
5225,0,0,3,37,23,3,3,12,5,5
5226,0,0,5,27,2.5,0,3,17,4,5
5227,0,0,5,27,2.5,0,1,17,4,6
5228,0,0,5,32,13,0,2,20,5,4
5229,0,0,3,42,23,4,2,14,6,6
5230,0,0,3,22,2.5,0,3,14,4,4
5231,0,0,5,27,6,1,2,17,4,4
5232,0,0,4,27,9,3,1,12,2,2
5233,0,0,5,27,9,1,2,12,3,4
5234,0,0,5,42,23,2,4,12,2,2
5235,0,0,5,42,23,2,2,12,3,2
5236,0,0,4,22,2.5,1,2,14,3,4
5237,0,0,3,42,23,2,2,20,4,4
5238,0,0,4,22,0.5,0,1,14,3,3
5239,0,0,5,37,16.5,2,1,16,4,6
5240,0,0,5,22,6,0,2,14,3,4
5241,0,0,5,37,9,1,2,14,3,5
5242,0,0,3,22,6,1,2,14,4,5
5243,0,0,5,27,2.5,0,2,14,3,4
5244,0,0,5,27,6,2,3,14,3,5
5245,0,0,4,17.5,2.5,1,2,12,2,2
5246,0,0,5,42,23,3,3,12,3,5
5247,0,0,5,27,2.5,1,3,17,4,4
5248,0,0,3,22,2.5,0,3,14,3,4
5249,0,0,5,27,2.5,2,2,14,3,4
5250,0,0,4,27,2.5,1,2,16,4,6
5251,0,0,5,27,2.5,1,1,14,2,2
5252,0,0,5,27,2.5,0,1,16,4,4
5253,0,0,5,27,2.5,0,4,14,5,5
5254,0,0,5,32,9,2,3,16,4,2
5255,0,0,5,42,23,1,3,14,2,5
5256,0,0,4,32,9,2,1,17,4,4
5257,0,0,4,22,2.5,0,3,14,3,1
5258,0,0,4,27,6,1,3,17,4,4
5259,0,0,5,22,2.5,0,1,14,4,2
5260,0,0,5,22,2.5,0,1,12,3,5
5261,0,0,4,27,2.5,1,2,14,5,5
5262,0,0,4,22,2.5,0,1,14,3,4
5263,0,0,4,27,6,0,3,20,6,6
5264,0,0,5,27,2.5,0,2,14,5,4
5265,0,0,5,32,16.5,2,3,12,3,2
5266,0,0,5,32,13,0,1,16,4,6
5267,0,0,4,27,9,0,4,14,3,4
5268,0,0,5,37,16.5,2,2,16,4,5
5269,0,0,5,32,16.5,4,2,16,4,5
5270,0,0,5,27,6,0,2,16,3,5
5271,0,0,5,27,6,2,1,16,3,5
5272,0,0,5,22,2.5,1,4,14,2,4
5273,0,0,3,32,2.5,1,2,14,3,3
5274,0,0,5,22,6,0,2,12,2,2
5275,0,0,5,42,23,2,2,12,4,4
5276,0,0,5,22,2.5,0,3,16,3,2
5277,0,0,4,37,9,2,3,20,4,2
5278,0,0,5,32,13,2,1,16,4,5
