"","CODERESP","weight.coefficient","Country","Country.code","DURINT","Date.of.interview","CATI/CAWI","Language","A1","A2_01","A2_02","A2_03","A2_04","A2_05","A3","Q00A","Q00B","Q00C_1","Q01","Q02","Q03_1","Q04_1","Q05","Q06","Q07","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16B_1","Q16B_2","Q17_1","Q17_2","Q17_3","Q17_4","Q17_5","Q17_6","Q17_7","Q18MODE","Q18_01","Q18_02","Q18_03","Q18_04","Q18_05","Q18_06","Q18_07","Q18_08","Q18_09","Q18_10","Q18_11","Q18_12","Q18_13","Q18@_13","Q18B","Q18C","Q18D","Q18E_1","Q18E_2","Q18E_3","Q18E_4","Q18E_5","Q18E_6","Q18E_7","Q19_1","Q19_2","Q19_3","Q19_4","Q19_5","Q20_01","Q20_02","Q20_03","Q20_04","Q21","Q22","Q23","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q25NEW","coderesp"
"6972",2931282,11732.8397964799,"Spain","ES",4.43333333333333,"2021-06-12","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",70,"14006","7","-1",NA,NA,"3","2",1,1,"1","2","-1",0,0,3,0,1,2,2,2,2,1,1,-1,-1,2,-1,-1,-1,-1,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,4,4,4,4,4,1,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,4,2931282
"6973",2931294,720.310284196782,"Spain","ES",6.91666666666667,"2021-06-12","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",66,"08172","3","-1",NA,NA,"7","1",2,2,"2","-1","4",0,0,0,0,2,1,1,2,1,1,1,1,1,-1,2,2,-1,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,3,4,4,4,4,4,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2931294
"6974",2931298,2446.7924365053,"Spain","ES",8.85,"2021-06-12","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",70,"08027","7","-1",NA,NA,"8","1",1,1,"1","2","-1",1,0,0,0,2,1,2,2,2,1,2,-1,-1,-1,2,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,2,4,4,4,1,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,3,2931298
"6975",2931302,3454.02619451796,"Spain","ES",9.51666666666667,"2021-06-12","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",66,"46701","7","-1",NA,NA,"2","1",2,2,"2","-1","4",2,1,0,0,1,1,1,1,2,1,1,0,0,2,2,2,2,-1,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,4,4,1,1,1,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2931302
"6976",2931307,1850.64442301823,"Spain","ES",7.91666666666667,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",70,"01007","1","1",NA,"01007","8","1",2,2,"2","-1","4",3,1,2,1,2,2,1,1,2,1,2,99999997,99999997,2,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2931307
"6977",2931308,1015.59433999962,"Spain","ES",11.25,"2021-06-13","CAWI","Spanish","1","0","0","0","0","1","-1","1",66,"03130","7","-1",NA,NA,"8","1",4,3,"3","-1","4",2,0,2,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,2,4,2,4,1,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,3,2931308
"6978",2931309,1375.56636254582,"Spain","ES",7.6,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",73,"30205","7","-1",NA,NA,"8","1",2,2,"5","-1","4",1,0,0,0,2,2,2,2,2,2,1,1,0,-1,-1,-1,-1,-1,-1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,4,4,4,1,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,3,2931309
"6979",2931312,29763.6964472371,"Spain","ES",8.21666666666667,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",72,"35349","7","-1",NA,NA,"3","1",2,2,"2","-1","4",1,0,0,0,2,2,2,2,2,2,1,1,1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2931312
"6980",2931314,1649.97262889696,"Spain","ES",7.63333333333333,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",51,"35016","7","-1",NA,NA,"7","1",2,2,"2","-1","4",0,0,0,0,2,2,1,2,2,1,1,1,1,-1,-1,2,-1,-1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,1,4,4,4,4,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,3,2931314
"6981",2931315,1375.56636254582,"Spain","ES",5.5,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",72,"28043","7","-1",NA,NA,"5","1",2,2,"2","-1","4",1,0,0,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,4,4,2,4,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2931315
"6982",2931317,1815.31689734078,"Spain","ES",13.4,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",72,"10200","7","-1",NA,NA,"6","1",3,3,"3","-1","4",2,1,1,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,4,4,4,2,4,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2931317
"6983",2931318,6501.34993180444,"Spain","ES",11.7833333333333,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",68,"08025","7","-1",NA,NA,"2","1",2,2,"2","-1","4",1,0,0,0,2,2,2,2,2,2,2,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2931318
"6984",2931319,29763.6964472371,"Spain","ES",17.7666666666667,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",74,"29753","7","-1",NA,NA,"3","1",2,2,"2","-1","4",2,0,5,0,2,2,2,2,2,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,2,1,3,2,2,4,1,4,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2931319
"6985",2931320,3377.57046549081,"Spain","ES",16.5166666666667,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",69,"08228","7","-1",NA,NA,"3","1",3,3,"3","-1","4",2,1,1,0,1,2,2,2,2,2,2,1,0,2,-1,-1,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,4,2,2,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2931320
"6986",2931322,1815.31689734078,"Spain","ES",20.3,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",70,"45200","7","-1",NA,NA,"6","1",3,3,"3","-1","4",2,0,1,0,1,2,2,2,2,2,2,2,0,2,-1,-1,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2931322
"6987",2931324,47327.2863046959,"Spain","ES",5.33333333333333,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",71,"45567","7","-1",NA,NA,"0","2",1,1,"1","2","-1",0,0,0,0,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,1,4,4,4,4,1,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2931324
"6988",2931325,10403.4901556358,"Spain","ES",5,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",71,"50800","7","-1",NA,NA,"3","1",4,3,"3","-1","4",2,0,0,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2931325
"6989",2931326,7843.40802522181,"Spain","ES",8.46666666666667,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",66,"33600","4","-1",NA,NA,"2","1",2,2,"2","-1","4",1,0,0,0,2,2,2,2,2,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,1,4,4,4,4,4,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2931326
"6990",2931327,1770.44340830011,"Spain","ES",13.6,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",50,"50003","7","-1",NA,NA,"7","1",4,4,"3","-1","4",1,0,0,0,2,2,2,2,2,2,1,2,2,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,1,4,4,4,1,3,1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,1,2931327
"6991",2931328,841.819547302049,"Spain","ES",8.81666666666667,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",67,"08025","7","-1",NA,NA,"7","1",5,5,"4","-1","4",0,0,0,0,2,2,2,2,2,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,4,4,4,1,1,3,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,1,2931328
"6992",2931332,4541.72438556255,"Spain","ES",5.5,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",77,"28030","7","-1",NA,NA,"7","1",2,2,"2","-1","4",1,0,0,0,1,2,2,2,2,2,2,1,0,2,-1,-1,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,2,1,1,1,4,4,4,1,4,2,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,4,2931332
"6993",2931334,3461.63662073062,"Spain","ES",10.4333333333333,"2021-06-17","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",82,"08840","7","-1",NA,NA,"8","1",2,2,"2","-1","4",1,0,0,0,1,2,2,2,2,2,1,0,0,2,-1,-1,-1,-1,-1,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,2,4,4,4,1,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,5,2931334
"6994",2931337,1850.64442301823,"Spain","ES",7.86666666666667,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",73,"08911","7","-1",NA,NA,"7","2",2,2,"2","-1","4",1,0,0,0,1,2,1,1,1,1,2,0,1,2,-1,2,2,2,2,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,2,2,1,1,4,4,4,4,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2931337
"6995",2931339,62119.2940694895,"Spain","ES",3.41666666666667,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",80,"08020","7","-1",NA,NA,"1","2",3,3,"4","-1","3",0,0,0,0,1,1,2,1,2,1,1,2,0,2,2,-1,2,-1,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,4,4,4,4,4,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2931339
"6996",2931340,2905.54815711588,"Spain","ES",7,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",65,"39540","1","1",NA,"39540","7","1",2,2,"2","-1","4",1,0,0,0,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,4,2,4,1,4,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2931340
"6997",2931341,24221.6310495625,"Spain","ES",16.7,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",75,"31745","7","-1",NA,NA,"7","1",1,1,"1","2","-1",1,0,1,0,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,4,1,4,1,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,3,2931341
"6998",2931342,9847.85107839067,"Spain","ES",7,"2021-06-13","CAWI","Spanish","1","0","0","1","0","0","-1","1",47,"28914","7","-1",NA,NA,"3","1",4,3,"3","-1","4",1,0,4,0,2,2,2,2,2,2,1,1,1,-1,-1,-1,-1,-1,-1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,4,4,4,3,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2931342
"6999",2931343,16233.5188727905,"Spain","ES",14.0333333333333,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",64,"38510","1","1",NA,"38010","3","1",3,3,"3","-1","4",2,0,0,0,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,4,4,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2931343
"7000",2931344,2565.28579283585,"Spain","ES",6.96666666666667,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",64,"08016","7","-1",NA,NA,"7","1",2,2,"2","-1","4",1,0,1,0,1,2,1,2,1,1,2,0,0,2,-1,2,-1,2,2,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,4,4,4,1,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,5,2931344
"7001",2931345,1772.5062164852,"Spain","ES",5.41666666666667,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",66,"28823","2","1",NA,"28823","8","1",5,5,"3","-1","4",1,0,0,0,1,2,1,2,1,1,1,0,0,2,1,2,1,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2931345
"7002",2931347,2565.28579283585,"Spain","ES",14.15,"2021-06-13","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",64,"46035","4","-1",NA,NA,"7","1",2,2,"2","-1","4",1,0,0,0,2,1,1,1,1,1,1,1,1,-1,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,2,1,3,4,4,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2931347
"7003",2931350,767.149773160888,"Spain","ES",6.41666666666667,"2021-06-14","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",68,"08740","7","-1",NA,NA,"7","1",2,2,"2","-1","4",1,0,0,0,1,2,2,2,2,2,2,1,0,2,-1,-1,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,2,2,2,4,4,4,4,2,4,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2931350
"7004",2931351,3335.45083548931,"Spain","ES",4.31666666666667,"2021-06-14","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","1",67,"12003","7","-1",NA,NA,"3","1",3,3,"3","-1","4",2,0,0,0,1,1,1,1,1,1,1,99999997,99999997,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2931351
"7005",2931352,7140.52699138594,"Spain","ES",8.06666666666667,"2021-06-14","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","2",68,"04638","7","-1",NA,NA,"6","1",1,1,"1","2","-1",1,0,0,0,2,2,1,2,2,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,4,4,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2931352
"7006",2931354,2234.07277675257,"Spain","ES",6.16666666666667,"2021-06-14","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",55,"48007","1","1",NA,"48007","7","1",5,3,"3","-1","3",1,1,1,0,1,1,2,2,2,2,2,5,5,2,2,1,1,1,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,2,1,1,2,4,2,2,2,1,1,2,1,2,1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,2,-1,2,2931354
"7007",2931356,5410.93312682987,"Spain","ES",8.06666666666667,"2021-06-14","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",78,"41807","7","-1",NA,NA,"6","1",2,2,"2","-1","4",1,0,0,0,1,2,2,2,2,2,2,1,0,2,-1,-1,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,2,2,2,4,4,4,2,4,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2931356
"7008",2931357,3391.26325396263,"Spain","ES",6.11666666666667,"2021-06-14","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",68,"45519","7","-1",NA,NA,"7","1",1,1,"1","2","-1",1,0,1,0,1,2,2,2,1,2,2,-1,-1,2,-1,-1,-1,2,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,3,4,3,4,1,3,3,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,5,2931357
"7009",2931358,635.885460680504,"Spain","ES",7.28333333333333,"2021-06-14","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",69,"08025","7","-1",NA,NA,"7","1",2,2,"5","-1","4",0,0,0,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2931358
"7010",2931359,1358.41250985054,"Spain","ES",7.88333333333333,"2021-06-14","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",71,"28030","7","-1",NA,NA,"8","1",2,2,"2","-1","4",1,0,0,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,4,4,4,1,4,2,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,4,2931359
"7011",2931360,21506.8552476105,"Spain","ES",18.05,"2021-06-14","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",75,"28032","7","-1",NA,NA,"3","1",2,1,"5","-1","4",1,1,1,0,2,2,2,2,1,1,1,0,0,-1,-1,-1,-1,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4,2,3,4,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2931360
"7012",2931362,635.885460680504,"Spain","ES",6.06666666666667,"2021-06-14","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",69,"28043","7","-1",NA,NA,"8","1",2,2,"2","-1","4",1,0,0,0,2,1,2,2,2,2,2,1,1,-1,2,-1,-1,-1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2931362
"7013",2931363,1338.89850341564,"Spain","ES",7.36666666666667,"2021-06-14","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","2",66,"08013","7","-1",NA,NA,"6","1",2,2,"2","-1","4",1,0,1,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,5,2931363
"7014",2931364,2192.51669228195,"Spain","ES",7.1,"2021-06-14","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","1",64,"11500","7","-1",NA,NA,"6","1",1,1,"1","2","-1",1,0,0,0,1,1,2,2,1,1,1,-1,-1,2,2,-1,-1,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,1,4,4,4,2,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2931364
"7015",2931365,1582.4534996693,"Spain","ES",6.18333333333333,"2021-06-14","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","2",68,"24009","7","-1",NA,NA,"6","1",1,1,"1","2","-1",1,0,1,0,2,2,2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,1,1,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,5,2931365
"7016",2931369,1358.41250985054,"Spain","ES",6.1,"2021-06-14","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",70,"20018","7","-1",NA,NA,"7","1",2,2,"2","-1","4",1,0,2,0,2,2,2,1,2,2,2,99999997,1,-1,-1,-1,2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,3,4,2,4,1,4,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2931369
"7017",2931371,2111.73373593071,"Spain","ES",6.78333333333333,"2021-06-14","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",67,"45200","8","-1",NA,NA,"6","2",5,3,"5","-1","4",2,0,0,0,1,2,2,1,2,2,2,5,0,2,-1,-1,2,-1,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,4,4,4,4,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2931371
"7018",2931372,4023.97996188902,"Spain","ES",5.95,"2021-06-14","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","1",67,"24193","7","-1",NA,NA,"3","1",3,3,"3","-1","4",1,0,1,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,3,2,3,4,4,4,4,2,2,2,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,2931372
"7019",2931373,1338.89850341564,"Spain","ES",7.21666666666667,"2021-06-14","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",66,"28823","7","-1",NA,NA,"8","1",2,2,"2","-1","4",2,0,2,0,1,1,1,2,1,1,2,0,1,2,2,2,-1,2,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,2,2,3,4,2,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2931373
"7020",2931374,1708.86234622315,"Spain","ES",6.85,"2021-06-14","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",56,"23001","7","-1",NA,NA,"7","1",2,2,"2","-1","4",1,1,1,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,3,1,1,2,2,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2931374
"7021",2931377,10357.6783543979,"Spain","ES",3.91666666666667,"2021-06-14","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","2",73,"48991","7","-1",NA,NA,"2","1",1,1,"1","2","-1",1,0,0,0,1,2,2,2,2,2,2,-1,-1,2,-1,-1,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2931377
